100021,3822
100065,3832
100081,3866
100088,3819
113119,666
114034,3985
114035,3918
114039,4363
114040,3925
114042,3932
114043,1373
114047,3957
114049,3242
114050,4660
114058,4128
114093,3861
114096,3619
115033,3885
115035,3837
115038,3836
115046,3877
115047,3828
115049,3837
115051,3931
115052,3887
115053,4347
115138,3838
115140,4045
116009,3840
116026,3980
116027,3874
116029,3930
116030,3888
116060,3833
116061,3830
116075,3862
